"category","expertneeded","length","name","stub"
"Category:Fields of application of statistics",False,4669,"Recognising and Recording Progress and Achievement",False
"Category:Decision theory",False,18373,"Planning fallacy",False
"Category:Statistical organizations",False,6822,"National Agricultural Statistics Service",False
"Category:Data collection",False,942,"National CAD Standard",False
"Category:Information, knowledge, and uncertainty",False,8726,"Weather risk management",False
"Category:Statistical data coding",False,83278,"Canary Islands",False
"Category:Statistical theory",False,1247,"Pebibit",False
"Category:Statisticians",False,3093,"Harvey Goldstein",False
"Category:Statistical data sets",False,3382,"Norwegian statistics by ethnic group",False
"Category:Data collection",False,3011,"Central Department of Social Affairs",False
"Category:Fields of application of statistics",False,4098,"Natural Justice: Lawyers for Communities and the Environment",False
"Category:Data analysis",False,7111,"Period of financial distress",False
"Category:Statistical data sets",False,6893,"Comext",False
"Category:Decision theory",False,5705,"Selective perception",False
"Category:Information, knowledge, and uncertainty",False,2814,"Soft IP",False
"Category:Statistical theory",False,19952,"Locally decodable code",False
"Category:Data analysis",False,3830,"Packetsquare",False
"Category:Information, knowledge, and uncertainty",False,10982,"Here Comes Everybody",False
"Category:Fields of application of statistics",False,559,"Nominal yield",False
"Category:Fields of application of statistics",False,479,"Bond equivalent yield",False
"Category:Statistics stubs",False,4867,"Survival rate",True
"Category:Statistical theory",False,3013,"Taylor expansions for the moments of functions of random variables",False
"Category:Fields of application of statistics",False,1748,"Aging (scheduling)",False
"Category:Statistical software",False,7558,"KNIME",False
"Category:Fields of application of statistics",False,4187,"Molecular graph",False
"Category:Decision theory",False,2921,"Party Whip (Canada)",False
"Category:Statistical software",False,13396,"IDL (programming language)",False
"Category:Statistical data sets",False,4703,"Christmas Bird Count",False
"Category:Fields of application of statistics",False,13124,"Polymorphism in Lepidoptera",False
"Category:Decision theory",False,2518,"Estate liquidation",False
"Category:Time series analysis",False,32915,"Heart rate variability",False
"Category:Decision theory",False,1836,"Reut Institute",False
"Category:Statistical data sets",False,16712,"Eugenics in Japan",False
"Category:Statistical awards",False,2830,"Leslie Earl Simon",False
"Category:Decision theory",False,4424,"Reclaiming Their Voice: The Native American Vote in New Mexico & Beyond",False
"Category:Decision theory",False,3519,"Overseas constituencies of the Parliament of Italy",False
"Category:Stochastic processes",False,8932,"Local martingale",False
"Category:Information, knowledge, and uncertainty",False,3464,"Zeitgeist (free software)",False
"Category:Fields of application of statistics",False,5476,"Proteome",False
"Category:Information, knowledge, and uncertainty",False,21759,"Information policy",False
"Category:Decision theory",False,9801,"Naturalistic decision-making",False
"Category:Rankings",False,6980,"International rankings of Ecuador",False
"Category:Information, knowledge, and uncertainty",False,11779,"Volcanic ash and aviation safety",False
"Category:Fields of application of statistics",False,15635,"Eco-Management and Audit Scheme",False
"Category:Decision theory",False,26533,"Network topology",False
"Category:Decision theory",False,7768,"Roots&Choice",False
"Category:Statistical theory",False,1093,"Krichevsky–Trofimov estimator",False
"Category:Statistical awards",False,3473,"R. A. Fisher Lectureship",False
"Category:Fields of application of statistics",False,2472,"Relational view",False
"Category:Fields of application of statistics",False,349,"Essential bandwidth",False
"Category:Sampling (statistics)",False,3395,"Pro-innovation bias",False
"Category:Computational statistics",False,2275,"Dynamic Monte Carlo method",False
"Category:Rankings",False,22962,"ICC Awards",False
"Category:Statistical organizations",False,3752,"Central Statistical Agency (Ethiopia)",False
"Category:Decision theory",False,62750,"Chess endgame",False
"Category:Fields of application of statistics",False,1341,"Demographic marketer",False
"Category:Fields of application of statistics",False,3519,"Protomap (proteomics)",False
"Category:Statistics stubs",False,5118,"Stella Cunliffe",False
"Category:Spatial data analysis",False,3853,"Point pattern analysis",False
"Category:Statistical tests",False,7645,"G-test",False
"Category:Information, knowledge, and uncertainty",False,8924,"Libertarian perspectives on intellectual property",False
"Category:Data collection",False,4093,"Butterfly watching",False
"Category:Data analysis",False,1909,"Gesture Description Language",False
"Category:Fields of application of statistics",False,14435,"Cronbach's alpha",False
"Category:Fields of application of statistics",False,64723,"Immortality",False
"Category:Statistics",False,18166,"Imprecise Dirichlet process",False
"Category:Information, knowledge, and uncertainty",False,10910,"Computational epistemology",False
"Category:Fields of application of statistics",False,3486,"Days sales outstanding",False
"Category:Statistical data sets",False,88004,"Criminal record",False
"Category:Data collection",False,2468,"ESTAR project",False
"Category:Information, knowledge, and uncertainty",False,1175,"HProduct",False
"Category:Statistical organizations",False,5552,"Dennis Trewin",False
"Category:Fields of application of statistics",False,3537,"Great Plague of Seville",False
"Category:Data analysis",False,2182,"Java Data Mining",False
"Category:Fields of application of statistics",False,3526,"Noise (radio)",False
"Category:Fields of application of statistics",False,10258,"ChemSpider",False
"Category:Statistical theory",False,8218,"Merkle tree",False
"Category:Fields of application of statistics",False,5551,"Ignorance management",False
"Category:Decision theory",False,6165,"Balloon effect",False
"Category:Stochastic processes",False,8745,"G-network",False
"Category:Fields of application of statistics",False,7877,"Computer-aided lean management",False
"Category:Fields of application of statistics",False,26051,"Extra innings",False
"Category:Probability distributions",False,4822,"Stability (probability)",False
"Category:Fields of application of statistics",False,870,"Frictionless market",False
"Category:Fields of application of statistics",False,9093,"Statistical finance",False
"Category:Information, knowledge, and uncertainty",False,95119,"Insurance",False
"Category:Fields of application of statistics",False,2701,"Eric Syddique",False
"Category:Design of experiments",False,4015,"Lo Shu Square",False
"Category:Statistical data sets",False,14821,"Demographics of New York",False
"Category:Fields of application of statistics",False,2530,"PictBridge",False
"Category:Statistical data sets",False,34586,"Ethnic cleansing of Circassians",False
"Category:Statisticians",False,5085,"Jan Czekanowski",False
"Category:Information, knowledge, and uncertainty",False,7324,"4-Nitroquinoline 1-oxide",False
"Category:Probability distributions",False,7288,"Normal-inverse-gamma distribution",False
"Category:Rankings",False,20978,"International rankings of Uruguay",False
"Category:Fields of application of statistics",False,843,"Speed Score",False
"Category:Statistical organizations",False,4332,"Terry Speed",False
"Category:Decision theory",False,3367,"Disjunctive sum",False
"Category:Decision theory",False,13542,"Bargaining",False
"Category:Fields of application of statistics",False,1596,"PRINTS",False
"Category:Information, knowledge, and uncertainty",False,961,"Statement on Auditing Standards No. 55",False
"Category:Fields of application of statistics",False,11256,"Largest urban areas of the European Union",False
"Category:Regression analysis",False,3735,"DFFITS",False
"Category:Statisticians",False,9229,"Jagannath Wani",False
"Category:Information, knowledge, and uncertainty",False,2443,"Synchronization rights",False
"Category:Fields of application of statistics",False,3396,"Roll's critique",False
"Category:Fields of application of statistics",False,17486,"Alternative Theory of Organization and Management",False
